time,x,y,$\xi$,S,$\Delta V$
4500.0,0.0001461649354273193,4.340161669745748,-1.1462919422686184,1415.1002023877704,-1.7053025658242404e-13
4600.0,0.0003280449840018924,4.542639837142571,-0.7461925719229148,1473.1052237087174,1.7053025658242404e-13
4700.0,0.00020699560738188756,4.044179816826011,-0.9990373574781702,1331.773006103078,-3.410605131648481e-13
4800.0,3.1719645876141746e-05,3.584352944458976,-1.514395032857927,1201.4376601640868,-2.8421709430404007e-13
4900.0,0.0002557449431558273,3.323924548047096,-0.892114838828342,1127.820868415178,5.684341886080802e-14
5000.0,9.62136955535393e-06,3.1019128164351515,-1.6327993692592397,1065.1394275116002,2.8421709430404007e-13
5100.0,0.00038497423848374713,3.0225530436032604,-0.6393391484618798,1043.0378793195066,-2.2737367544323206e-13
5200.0,0.0006870655135059297,4.884830999723922,-0.14661320843536074,1573.1478016458614,-2.2737367544323206e-13
5300.0,0.0009307584775123756,7.070997557311777,0.19457884705571868,2195.3813679167415,-2.2737367544323206e-13
5400.0,0.0011187136247774875,9.165412125204208,0.4360064129711785,2791.530419802757,-1.1368683772161603e-13
5500.0,0.0006508219613523636,9.217328476905116,-0.2008454057948236,2806.802756801385,6.821210263296962e-13
5600.0,0.0006729732415738698,9.753914340114965,-0.16757470445931888,2959.9249075007056,5.684341886080801e-13
5700.0,0.0005722863103012782,9.16426208802261,-0.3222438369120857,2792.754770184217,2.2737367544323206e-13
5800.0,0.0017460488583526915,11.885965987107905,1.1433056792673155,3567.344182107344,-6.821210263296962e-13
5900.0,0.0015607439586475833,13.60379815612115,0.9524513946754679,4056.442362232665,1.1368683772161603e-12
6000.0,0.0019413688675215058,16.85733646719196,1.3067698108916617,4982.305286306779,-1.1368683772161603e-12
6100.0,0.0017613482933733248,18.827462007774553,1.15770906012045,5543.1755650390705,2.2737367544323206e-13
6200.0,0.0010435789449337633,19.041848011583234,0.34139278139906415,5604.7234960613205,0.0
6300.0,0.0008003460697101908,16.286286820705033,0.01662639262049248,4821.628451954124,-9.094947017729282e-13
6400.0,0.0007930326673500715,14.821421413028633,0.006349931502774853,4405.617326649293,-2.0463630789890885e-12
6500.0,0.0006908622672318338,12.769712379876111,-0.1409922472307854,3822.7179438699586,-2.2737367544323206e-13
6600.0,0.0006639704260941469,11.664478477574107,-0.1810485196008307,3509.006189999085,-2.2737367544323206e-13
6700.0,0.0014697501358339733,12.624347306001885,0.8509600791142022,3782.619787060231,-9.094947017729282e-13
6800.0,0.0013135085929248357,13.84714511775513,0.6712485335107107,4131.020554445462,4.547473508864641e-13
6900.0,0.001157167250177957,14.55788386697435,0.48354289018165086,4333.801925603901,-6.821210263296962e-13
7000.0,0.00207957556877489,15.850525745643644,1.40230683970425,4702.086782166874,0.0
7100.0,0.0007840418800844726,16.876153714485188,-0.006330310465333666,4994.443152936122,-6.821210263296962e-13
7200.0,0.0010027239046524693,15.496655195402209,0.28891981579526527,4602.791856016413,0.0
7300.0,0.00038909016037847057,13.585132933570886,-0.6318423857843541,4059.8433479963496,1.1368683772161603e-13
7400.0,0.0008277357050303281,12.303189925291738,0.054817020053254756,3695.957557431204,4.547473508864641e-13
7500.0,0.0011817699064143993,12.639205264795102,0.5136590759725969,3792.2295356763143,0.0
7600.0,0.0016859800078995713,13.697431489977031,1.0833142497875707,4093.9087420163323,2.2737367544323206e-13
7700.0,0.0009352117417544899,14.774397958841886,0.20049110493312977,4400.928163927481,-9.094947017729282e-13
7800.0,0.0015281086888021083,15.822285288506203,0.9163021539151044,4699.688007532265,2.2737367544323206e-13
7900.0,0.0005056080301889695,14.421722610723563,-0.43010032830098777,4302.119237072788,-2.5011104298755527e-12
8000.0,0.0005046059248405869,12.423016334707627,-0.43175900258318933,3734.4490350596907,2.2737367544323206e-13
8100.0,0.000886982944099664,11.097948084277508,0.13590915554003732,3358.372135598402,6.821210263296962e-13
8200.0,0.000985805041506139,11.804510439072681,0.2669655137793518,3560.1016691927866,4.547473508864641e-13
8300.0,0.0010646674144653195,12.367997978019662,0.36818877793337285,3721.151455509231,9.094947017729282e-13
8400.0,0.0007133261349940512,11.665817358136144,-0.1079594839259425,3522.2559897907263,0.0
8500.0,0.0015489802151126104,12.352489146838808,0.9394526027265804,3718.360963967436,2.2737367544323206e-13
8600.0,0.0014871993150183949,14.54684900308248,0.8705934914225506,4343.263282574918,-2.2737367544323206e-13
8700.0,0.0025041351511884257,19.297859502445444,1.6350724702626143,5695.287945810671,4.547473508864641e-13
8800.0,0.0018027644039931559,22.185047560417033,1.195139926159711,6517.2524527194355,9.094947017729282e-13
8900.0,0.0015420615469890397,22.13310387008056,0.9317909912606136,6503.3388812725625,4.547473508864641e-13
9000.0,0.0018811332301620412,21.57245855808201,1.26054774345058,6344.76160492788,-4.547473508864641e-13
9100.0,0.0017357179314138945,23.506057747022282,1.1333904048713108,6895.558546976453,9.094947017729282e-13
9200.0,0.002898030664990168,24.474636793027496,1.8018557655929868,7171.914889310005,-1.8189894035458565e-12
9300.0,0.0018457562862710985,25.102001117774485,1.2318269407938047,7351.240941051445,-9.094947017729282e-13
9400.0,0.000962061186495217,23.15081383342501,0.23592513093156756,6797.23813908864,2.2737367544323206e-13
9500.0,0.0010431478943658382,20.372825118482815,0.340843049589592,6008.104282570706,-1.1368683772161603e-12
9600.0,0.0011739493135999174,19.047438881908075,0.5041105080789767,5632.101892184697,-6.821210263296962e-13
9700.0,0.0019199342700620611,18.506902530277788,1.2906838440805222,5479.322179938626,-6.821210263296962e-13
9800.0,0.0016004705720754856,18.65950278388814,0.9960910084661448,5523.68193926359,-1.1368683772161603e-12
9900.0,0.0011291843812933865,18.218059725117033,0.44900779091810583,5399.107252370731,-2.5011104298755527e-12
10000.0,0.00138326965215487,18.108454970091156,0.7523878244924224,5368.918902276035,-6.821210263296962e-13
